epaid,sample_id,date,county,zipcode,probable_cases,vaccine_equity,pop_fully_vaccinated,pop_part_vaccinated,population_served,sample_matrix,pcr_type,pcr_target_avg_conc
CA0038369,SVCW800163,2021-03-23,San Mateo,94065,6,4,0.16018,0.114919,199000,primary sludge,ddpcr,8428
CA0038369,SVCW800112,2021-03-23,San Mateo,94065,6,4,0.16018,0.114919,199000,primary sludge,ddpcr,12703
CA0038369,SVCW800143,2021-03-23,San Mateo,94065,6,4,0.16018,0.114919,199000,primary sludge,ddpcr,14737
CA0038369,SVCW800099,2021-03-23,San Mateo,94065,6,4,0.16018,0.114919,199000,primary sludge,ddpcr,139866
CA0037834,PA100415,2021-03-23,Santa Clara,94303,13,3,0.126544,0.106749,236000,primary sludge,ddpcr,4986
CA0037834,PA100370,2021-03-23,Santa Clara,94303,13,3,0.126544,0.106749,236000,primary sludge,ddpcr,5164
CA0037834,PA100416,2021-03-23,Santa Clara,94303,13,3,0.126544,0.106749,236000,primary sludge,ddpcr,6442
CA0049964,G600053,2021-03-23,Santa Clara,95020,13,3,0.134206,0.110761,110338,raw wastewater,ddpcr,6695
CA0037834,PA100300,2021-03-23,Santa Clara,94303,13,3,0.126544,0.106749,236000,primary sludge,ddpcr,7514
CA0037834,PA100411,2021-03-23,Santa Clara,94303,13,3,0.126544,0.106749,236000,primary sludge,ddpcr,8502
CA0037834,PA100414,2021-03-23,Santa Clara,94303,13,3,0.126544,0.106749,236000,primary sludge,ddpcr,10771
CA0049964,G600047,2021-03-23,Santa Clara,95020,13,3,0.134206,0.110761,110338,raw wastewater,ddpcr,14219
CA0049964,G600052,2021-03-23,Santa Clara,95020,13,3,0.134206,0.110761,110338,raw wastewater,ddpcr,15478
CA0049964,G600048,2021-03-23,Santa Clara,95020,13,3,0.134206,0.110761,110338,raw wastewater,ddpcr,15935
CA0049964,G600049,2021-03-23,Santa Clara,95020,13,3,0.134206,0.110761,110338,raw wastewater,ddpcr,25307
CA0049964,G600051,2021-03-23,Santa Clara,95020,13,3,0.134206,0.110761,110338,raw wastewater,ddpcr,28308
CA0049964,G600050,2021-03-23,Santa Clara,95020,13,3,0.134206,0.110761,110338,raw wastewater,ddpcr,32120
CA0037621,S500152,2021-03-23,Santa Clara,94089,13,4,0.121231,0.100865,153000,primary sludge,ddpcr,3460
CA0037621,S500138,2021-03-23,Santa Clara,94089,13,4,0.121231,0.100865,153000,primary sludge,ddpcr,5961
CA0037621,S500164,2021-03-23,Santa Clara,94089,13,4,0.121231,0.100865,153000,primary sludge,ddpcr,6343
CA0037621,S500227,2021-03-23,Santa Clara,94089,13,4,0.121231,0.100865,153000,primary sludge,ddpcr,7076
CA0037621,S500136,2021-03-23,Santa Clara,94089,13,4,0.121231,0.100865,153000,primary sludge,ddpcr,7908
CA0037621,S500142,2021-03-23,Santa Clara,94089,13,4,0.121231,0.100865,153000,primary sludge,ddpcr,8319
CA0037842,SJ200070,2021-03-23,Santa Clara,95134,13,4,0.052268,0.051484,1500000,primary sludge,ddpcr,10675
CA0037621,S500148,2021-03-23,Santa Clara,94089,13,4,0.121231,0.100865,153000,primary sludge,ddpcr,13934
CA0037842,SJ200068,2021-03-23,Santa Clara,95134,13,4,0.052268,0.051484,1500000,primary sludge,ddpcr,21221
CA0037842,SJ200066,2021-03-23,Santa Clara,95134,13,4,0.052268,0.051484,1500000,primary sludge,ddpcr,22968
CA0037842,SJ200071,2021-03-23,Santa Clara,95134,13,4,0.052268,0.051484,1500000,primary sludge,ddpcr,26713
CA0037842,SJ200067,2021-03-23,Santa Clara,95134,13,4,0.052268,0.051484,1500000,primary sludge,ddpcr,27649
CA0037842,SJ200075,2021-03-23,Santa Clara,95134,13,4,0.052268,0.051484,1500000,primary sludge,ddpcr,28014
CA0037842,SJ200065,2021-03-23,Santa Clara,95134,13,4,0.052268,0.051484,1500000,primary sludge,ddpcr,39859
CA0079049,D300229,2021-03-23,Yolo,95776,1,3,0.155033,0.175442,70717,primary sludge,ddpcr,3484
CA0079049,D300096,2021-03-23,Yolo,95776,1,3,0.155033,0.175442,70717,primary sludge,ddpcr,4045
CA0079049,D300237,2021-03-23,Yolo,95776,1,3,0.155033,0.175442,70717,primary sludge,ddpcr,4727
CA0079049,D300203,2021-03-23,Yolo,95776,1,3,0.155033,0.175442,70717,primary sludge,ddpcr,6797
CA0079049,D300201,2021-03-23,Yolo,95776,1,3,0.155033,0.175442,70717,primary sludge,ddpcr,6806
CA0079049,D300212,2021-03-23,Yolo,95776,1,3,0.155033,0.175442,70717,primary sludge,ddpcr,7119
CA0079049,D300222,2021-03-23,Yolo,95776,1,3,0.155033,0.175442,70717,primary sludge,ddpcr,10836
CA0109991,LASAN_Hyp442850.041,2021-03-30,Los Angeles,90293,240,4,0.205217,0.136628,4000000,raw wastewater,ddpcr,9838
CA0109991,LASAN_Hyp442850.041,2021-03-30,Los Angeles,90293,240,4,0.205217,0.136628,4000000,raw wastewater,ddpcr,13527
CA0109991,LASAN_Hyp442840.041,2021-03-30,Los Angeles,90293,240,4,0.205217,0.136628,4000000,raw wastewater,ddpcr,19162
CA0109991,LASAN_Hyp442800.041,2021-03-30,Los Angeles,90293,240,4,0.205217,0.136628,4000000,raw wastewater,ddpcr,25225
CA0109991,LASAN_Hyp442800.041,2021-03-30,Los Angeles,90293,240,4,0.205217,0.136628,4000000,raw wastewater,ddpcr,25225
CA0109991,LASAN_Hyp442840.041,2021-03-30,Los Angeles,90293,240,4,0.205217,0.136628,4000000,raw wastewater,ddpcr,30144
CA0077682,SAC900082,2021-03-30,Sacramento,95758,38,3,0.170367,0.146814,1480000,primary sludge,ddpcr,10877
CA0077682,SAC900083,2021-03-30,Sacramento,95758,38,3,0.170367,0.146814,1480000,primary sludge,ddpcr,12984
CA0077682,SAC900066,2021-03-30,Sacramento,95758,38,3,0.170367,0.146814,1480000,primary sludge,ddpcr,14620
CA0077682,SAC900071,2021-03-30,Sacramento,95758,38,3,0.170367,0.146814,1480000,primary sludge,ddpcr,18577
CA0077682,SAC900094,2021-03-30,Sacramento,95758,38,3,0.170367,0.146814,1480000,primary sludge,ddpcr,22796
CA0077682,SAC900073,2021-03-30,Sacramento,95758,38,3,0.170367,0.146814,1480000,primary sludge,ddpcr,33036
CA0077682,SAC900079,2021-03-30,Sacramento,95758,38,3,0.170367,0.146814,1480000,primary sludge,ddpcr,34667
CA0107409,SDPU_PtLom442790,2021-03-30,San Diego,92106,194,4,0.25289,0.104986,2200000,raw wastewater,ddpcr,16130
CA0107409,SDPU_PtLom442830,2021-03-30,San Diego,92106,194,4,0.25289,0.104986,2200000,raw wastewater,ddpcr,19104
CA0107409,SDPU_PtLom442790,2021-03-30,San Diego,92106,194,4,0.25289,0.104986,2200000,raw wastewater,ddpcr,23566
CA0107409,SDPU_PtLom442840,2021-03-30,San Diego,92106,194,4,0.25289,0.104986,2200000,raw wastewater,ddpcr,46618
CA0107409,SDPU_PtLom442840,2021-03-30,San Diego,92106,194,4,0.25289,0.104986,2200000,raw wastewater,ddpcr,53768
CA0107409,SDPU_PtLom442830,2021-03-30,San Diego,92106,194,4,0.25289,0.104986,2200000,raw wastewater,ddpcr,62348
CA0037681,OSP700125,2021-03-30,San Francisco,94132,19,3,0.187969,0.132619,250000,primary sludge,ddpcr,4239
CA0037681,OSP700122,2021-03-30,San Francisco,94132,19,3,0.187969,0.132619,250000,primary sludge,ddpcr,4517
CA0037681,OSP700146,2021-03-30,San Francisco,94132,19,3,0.187969,0.132619,250000,primary sludge,ddpcr,6104
CA0037681,OSP700131,2021-03-30,San Francisco,94132,19,3,0.187969,0.132619,250000,primary sludge,ddpcr,6861
CA0037681,OSP700115,2021-03-30,San Francisco,94132,19,3,0.187969,0.132619,250000,primary sludge,ddpcr,7385
CA0037681,OSP700133,2021-03-30,San Francisco,94132,19,3,0.187969,0.132619,250000,primary sludge,ddpcr,18586
CA0038369,SVCW800034,2021-03-30,San Mateo,94065,2,4,0.193243,0.12487,199000,primary sludge,ddpcr,15566
CA0038369,SVCW800093,2021-03-30,San Mateo,94065,2,4,0.193243,0.12487,199000,primary sludge,ddpcr,16894
CA0038369,SVCW800119,2021-03-30,San Mateo,94065,2,4,0.193243,0.12487,199000,primary sludge,ddpcr,18195
CA0038369,SVCW800128,2021-03-30,San Mateo,94065,2,4,0.193243,0.12487,199000,primary sludge,ddpcr,19856
CA0038369,SVCW800125,2021-03-30,San Mateo,94065,2,4,0.193243,0.12487,199000,primary sludge,ddpcr,21518
CA0038369,SVCW800094,2021-03-30,San Mateo,94065,2,4,0.193243,0.12487,199000,primary sludge,ddpcr,23007
CA0038369,SVCW800092,2021-03-30,San Mateo,94065,2,4,0.193243,0.12487,199000,primary sludge,ddpcr,27141
CA0037834,PA100309,2021-03-30,Santa Clara,94303,20,3,0.153138,0.115766,236000,primary sludge,ddpcr,3949
CA0037834,PA100385,2021-03-30,Santa Clara,94303,20,3,0.153138,0.115766,236000,primary sludge,ddpcr,4599
CA0049964,G600060,2021-03-30,Santa Clara,95020,20,3,0.164176,0.120741,110338,raw wastewater,ddpcr,6594
CA0049964,G600059,2021-03-30,Santa Clara,95020,20,3,0.164176,0.120741,110338,raw wastewater,ddpcr,6643
CA0037834,PA100313,2021-03-30,Santa Clara,94303,20,3,0.153138,0.115766,236000,primary sludge,ddpcr,9314
CA0037834,PA100307,2021-03-30,Santa Clara,94303,20,3,0.153138,0.115766,236000,primary sludge,ddpcr,10452
CA0049964,G600058,2021-03-30,Santa Clara,95020,20,3,0.164176,0.120741,110338,raw wastewater,ddpcr,13133
CA0049964,G600056,2021-03-30,Santa Clara,95020,20,3,0.164176,0.120741,110338,raw wastewater,ddpcr,13424
CA0049964,G600057,2021-03-30,Santa Clara,95020,20,3,0.164176,0.120741,110338,raw wastewater,ddpcr,13638
CA0049964,G600055,2021-03-30,Santa Clara,95020,20,3,0.164176,0.120741,110338,raw wastewater,ddpcr,17954
CA0037834,PA100363,2021-03-30,Santa Clara,94303,20,3,0.153138,0.115766,236000,primary sludge,ddpcr,20131
CA0037834,PA100388,2021-03-30,Santa Clara,94303,20,3,0.153138,0.115766,236000,primary sludge,ddpcr,21406
CA0037834,PA100203,2021-03-30,Santa Clara,94303,20,3,0.153138,0.115766,236000,primary sludge,ddpcr,28999
CA0049964,G600054,2021-03-30,Santa Clara,95020,20,3,0.164176,0.120741,110338,raw wastewater,ddpcr,29415
CA0037621,S500195,2021-03-30,Santa Clara,94089,20,4,0.155406,0.104362,153000,primary sludge,ddpcr,5752
CA0037621,S500147,2021-03-30,Santa Clara,94089,20,4,0.155406,0.104362,153000,primary sludge,ddpcr,7032
CA0037621,S500218,2021-03-30,Santa Clara,94089,20,4,0.155406,0.104362,153000,primary sludge,ddpcr,7187
CA0037621,S500185,2021-03-30,Santa Clara,94089,20,4,0.155406,0.104362,153000,primary sludge,ddpcr,7322
CA0037621,S500199,2021-03-30,Santa Clara,94089,20,4,0.155406,0.104362,153000,primary sludge,ddpcr,9263
CA0037842,SJ200146,2021-03-30,Santa Clara,95134,20,4,0.06576,0.063818,1500000,primary sludge,ddpcr,9278
CA0037621,S500184,2021-03-30,Santa Clara,94089,20,4,0.155406,0.104362,153000,primary sludge,ddpcr,12053
CA0037842,SJ200161,2021-03-30,Santa Clara,95134,20,4,0.06576,0.063818,1500000,primary sludge,ddpcr,14629
CA0037621,S500157,2021-03-30,Santa Clara,94089,20,4,0.155406,0.104362,153000,primary sludge,ddpcr,15705
CA0037842,SJ200169,2021-03-30,Santa Clara,95134,20,4,0.06576,0.063818,1500000,primary sludge,ddpcr,17328
CA0037842,SJ200064,2021-03-30,Santa Clara,95134,20,4,0.06576,0.063818,1500000,primary sludge,ddpcr,23003
CA0037842,SJ200147,2021-03-30,Santa Clara,95134,20,4,0.06576,0.063818,1500000,primary sludge,ddpcr,23307
CA0037842,SJ200140,2021-03-30,Santa Clara,95134,20,4,0.06576,0.063818,1500000,primary sludge,ddpcr,23807
CA0037842,SJ200179,2021-03-30,Santa Clara,95134,20,4,0.06576,0.063818,1500000,primary sludge,ddpcr,25114
CAS004002,Oxnard442790.291,2021-03-30,Ventura,93033,23,1,0.099102,0.146657,220000,raw wastewater,ddpcr,70594
CA0079049,D300245,2021-03-30,Yolo,95776,4,3,0.198193,0.178119,70717,primary sludge,ddpcr,2665
CA0079049,D300105,2021-03-30,Yolo,95776,4,3,0.198193,0.178119,70717,primary sludge,ddpcr,2785
CA0079049,D300221,2021-03-30,Yolo,95776,4,3,0.198193,0.178119,70717,primary sludge,ddpcr,4038
CA0079049,D300246,2021-03-30,Yolo,95776,4,3,0.198193,0.178119,70717,primary sludge,ddpcr,4983
CA0079049,D300200,2021-03-30,Yolo,95776,4,3,0.198193,0.178119,70717,primary sludge,ddpcr,5665
CA0079049,D300227,2021-03-30,Yolo,95776,4,3,0.198193,0.178119,70717,primary sludge,ddpcr,6107
CA0079049,D300097,2021-03-30,Yolo,95776,4,3,0.198193,0.178119,70717,primary sludge,ddpcr,16199
CA0109991,LASAN_Hyp442921:00,2021-04-06,Los Angeles,90293,219,4,0.240336,0.151398,4000000,raw wastewater,ddpcr,15215
CA0109991,LASAN_Hyp442921:00,2021-04-06,Los Angeles,90293,219,4,0.240336,0.151398,4000000,raw wastewater,ddpcr,20277
CA0109991,LASAN_Hyp442900.041,2021-04-06,Los Angeles,90293,219,4,0.240336,0.151398,4000000,raw wastewater,ddpcr,21450
CA0109991,LASAN_Hyp442900.041,2021-04-06,Los Angeles,90293,219,4,0.240336,0.151398,4000000,raw wastewater,ddpcr,24653
CA0109991,LASAN_Hyp442860.041,2021-04-06,Los Angeles,90293,219,4,0.240336,0.151398,4000000,raw wastewater,ddpcr,29172
CA0109991,LASAN_Hyp442860.041,2021-04-06,Los Angeles,90293,219,4,0.240336,0.151398,4000000,raw wastewater,ddpcr,29172
CA0077682,SAC900084,2021-04-06,Sacramento,95758,53,3,0.205027,0.147726,1480000,primary sludge,ddpcr,7071
CA0077682,SAC900093,2021-04-06,Sacramento,95758,53,3,0.205027,0.147726,1480000,primary sludge,ddpcr,15971
CA0077682,SAC900090,2021-04-06,Sacramento,95758,53,3,0.205027,0.147726,1480000,primary sludge,ddpcr,16694
CA0077682,SAC900087,2021-04-06,Sacramento,95758,53,3,0.205027,0.147726,1480000,primary sludge,ddpcr,23468
CA0077682,SAC900080,2021-04-06,Sacramento,95758,53,3,0.205027,0.147726,1480000,primary sludge,ddpcr,23540
CA0077682,SAC900111,2021-04-06,Sacramento,95758,53,3,0.205027,0.147726,1480000,primary sludge,ddpcr,31257
CA0077682,SAC900099,2021-04-06,Sacramento,95758,53,3,0.205027,0.147726,1480000,primary sludge,ddpcr,58158
CA0107409,SDPU_PtLom442900,2021-04-06,San Diego,92106,228,4,0.276904,0.113768,2200000,raw wastewater,ddpcr,10725
CA0107409,SDPU_PtLom442900,2021-04-06,San Diego,92106,228,4,0.276904,0.113768,2200000,raw wastewater,ddpcr,11783
CA0107409,SDPU_PtLom442860,2021-04-06,San Diego,92106,228,4,0.276904,0.113768,2200000,raw wastewater,ddpcr,20534
CA0107409,SDPU_PtLom442860,2021-04-06,San Diego,92106,228,4,0.276904,0.113768,2200000,raw wastewater,ddpcr,22822
CA0107409,SDPU_PtLom442910,2021-04-06,San Diego,92106,228,4,0.276904,0.113768,2200000,raw wastewater,ddpcr,25625
CA0107409,SDPU_PtLom442910,2021-04-06,San Diego,92106,228,4,0.276904,0.113768,2200000,raw wastewater,ddpcr,32604
CA0037681,OSP700145,2021-04-06,San Francisco,94132,12,3,0.230277,0.118781,250000,primary sludge,ddpcr,981
CA0037681,OSP700155,2021-04-06,San Francisco,94132,12,3,0.230277,0.118781,250000,primary sludge,ddpcr,3323
CA0037681,OSP700142,2021-04-06,San Francisco,94132,12,3,0.230277,0.118781,250000,primary sludge,ddpcr,5022
CA0037681,OSP700157,2021-04-06,San Francisco,94132,12,3,0.230277,0.118781,250000,primary sludge,ddpcr,8525
CA0037681,OSP700121,2021-04-06,San Francisco,94132,12,3,0.230277,0.118781,250000,primary sludge,ddpcr,9979
CA0038369,SVCW800188,2021-04-06,San Mateo,94065,3,4,0.228794,0.122382,199000,primary sludge,ddpcr,4216
CA0038369,SVCW800095,2021-04-06,San Mateo,94065,3,4,0.228794,0.122382,199000,primary sludge,ddpcr,8042
CA0038369,SVCW800187,2021-04-06,San Mateo,94065,3,4,0.228794,0.122382,199000,primary sludge,ddpcr,11323
CA0038369,SVCW800135,2021-04-06,San Mateo,94065,3,4,0.228794,0.122382,199000,primary sludge,ddpcr,12742
CA0038369,SVCW800185,2021-04-06,San Mateo,94065,3,4,0.228794,0.122382,199000,primary sludge,ddpcr,16129
CA0038369,SVCW800127,2021-04-06,San Mateo,94065,3,4,0.228794,0.122382,199000,primary sludge,ddpcr,33626
CA0038369,SVCW800140,2021-04-06,San Mateo,94065,3,4,0.228794,0.122382,199000,primary sludge,ddpcr,41392
CA0037834,PA100420,2021-04-06,Santa Clara,94303,16,3,0.184458,0.131146,236000,primary sludge,ddpcr,4420
CA0049964,G600063,2021-04-06,Santa Clara,95020,16,3,0.199112,0.132818,110338,raw wastewater,ddpcr,5597
CA0037834,PA100397,2021-04-06,Santa Clara,94303,16,3,0.184458,0.131146,236000,primary sludge,ddpcr,6293
CA0037834,PA100280,2021-04-06,Santa Clara,94303,16,3,0.184458,0.131146,236000,primary sludge,ddpcr,6499
CA0037834,PA100290,2021-04-06,Santa Clara,94303,16,3,0.184458,0.131146,236000,primary sludge,ddpcr,9044
CA0037834,PA100190,2021-04-06,Santa Clara,94303,16,3,0.184458,0.131146,236000,primary sludge,ddpcr,9496
CA0049964,G600066,2021-04-06,Santa Clara,95020,16,3,0.199112,0.132818,110338,raw wastewater,ddpcr,12765
CA0049964,G600061,2021-04-06,Santa Clara,95020,16,3,0.199112,0.132818,110338,raw wastewater,ddpcr,14244
CA0037834,PA100194,2021-04-06,Santa Clara,94303,16,3,0.184458,0.131146,236000,primary sludge,ddpcr,15146
CA0049964,G600064,2021-04-06,Santa Clara,95020,16,3,0.199112,0.132818,110338,raw wastewater,ddpcr,15894
CA0049964,G600065,2021-04-06,Santa Clara,95020,16,3,0.199112,0.132818,110338,raw wastewater,ddpcr,19829
CA0049964,G600067,2021-04-06,Santa Clara,95020,16,3,0.199112,0.132818,110338,raw wastewater,ddpcr,22227
CA0037834,PA100186,2021-04-06,Santa Clara,94303,16,3,0.184458,0.131146,236000,primary sludge,ddpcr,36392
CA0049964,G600062,2021-04-06,Santa Clara,95020,16,3,0.199112,0.132818,110338,raw wastewater,ddpcr,63114
CA0037621,S500215,2021-04-06,Santa Clara,94089,16,4,0.189013,0.115724,153000,primary sludge,ddpcr,2675
CA0037621,S500248,2021-04-06,Santa Clara,94089,16,4,0.189013,0.115724,153000,primary sludge,ddpcr,5089
CA0037621,S500242,2021-04-06,Santa Clara,94089,16,4,0.189013,0.115724,153000,primary sludge,ddpcr,6163
CA0037621,S500245,2021-04-06,Santa Clara,94089,16,4,0.189013,0.115724,153000,primary sludge,ddpcr,9691
CA0037621,S500200,2021-04-06,Santa Clara,94089,16,4,0.189013,0.115724,153000,primary sludge,ddpcr,10719
CA0037621,S500213,2021-04-06,Santa Clara,94089,16,4,0.189013,0.115724,153000,primary sludge,ddpcr,16743
CA0037621,S500216,2021-04-06,Santa Clara,94089,16,4,0.189013,0.115724,153000,primary sludge,ddpcr,21962
CA0037842,SJ200158,2021-04-06,Santa Clara,95134,16,4,0.081468,0.08726,1500000,primary sludge,ddpcr,24821
CA0037842,SJ200152,2021-04-06,Santa Clara,95134,16,4,0.081468,0.08726,1500000,primary sludge,ddpcr,27733
CA0037842,SJ200170,2021-04-06,Santa Clara,95134,16,4,0.081468,0.08726,1500000,primary sludge,ddpcr,27950
CA0037842,SJ200191,2021-04-06,Santa Clara,95134,16,4,0.081468,0.08726,1500000,primary sludge,ddpcr,29520
CA0037842,SJ200135,2021-04-06,Santa Clara,95134,16,4,0.081468,0.08726,1500000,primary sludge,ddpcr,33981
CA0037842,SJ200189,2021-04-06,Santa Clara,95134,16,4,0.081468,0.08726,1500000,primary sludge,ddpcr,35058
CA0037842,SJ200190,2021-04-06,Santa Clara,95134,16,4,0.081468,0.08726,1500000,primary sludge,ddpcr,100563
CAS004002,Oxnard442860.291,2021-04-06,Ventura,93033,17,1,0.133115,0.137897,220000,raw wastewater,ddpcr,41087
CA0079049,D300089,2021-04-06,Yolo,95776,3,3,0.250596,0.166325,70717,primary sludge,ddpcr,1843
CA0079049,D300132,2021-04-06,Yolo,95776,3,3,0.250596,0.166325,70717,primary sludge,ddpcr,3229
CA0079049,D300090,2021-04-06,Yolo,95776,3,3,0.250596,0.166325,70717,primary sludge,ddpcr,9494
CA0079049,D300244,2021-04-06,Yolo,95776,3,3,0.250596,0.166325,70717,primary sludge,ddpcr,11271
CA0079049,D300122,2021-04-06,Yolo,95776,3,3,0.250596,0.166325,70717,primary sludge,ddpcr,21080
CA0079049,D300205,2021-04-06,Yolo,95776,3,3,0.250596,0.166325,70717,primary sludge,ddpcr,24183
CA0079049,D300092,2021-04-06,Yolo,95776,3,3,0.250596,0.166325,70717,primary sludge,ddpcr,29830
CA0109991,LASAN_Hyp442970.041,2021-04-13,Los Angeles,90293,221,4,0.284177,0.177797,4000000,raw wastewater,ddpcr,15796
CA0109991,LASAN_Hyp442990.041,2021-04-13,Los Angeles,90293,221,4,0.284177,0.177797,4000000,raw wastewater,ddpcr,16365
CA0109991,LASAN_Hyp442940.041,2021-04-13,Los Angeles,90293,221,4,0.284177,0.177797,4000000,raw wastewater,ddpcr,19619
CA0109991,LASAN_Hyp442940.041,2021-04-13,Los Angeles,90293,221,4,0.284177,0.177797,4000000,raw wastewater,ddpcr,21850
CA0109991,LASAN_Hyp442990.041,2021-04-13,Los Angeles,90293,221,4,0.284177,0.177797,4000000,raw wastewater,ddpcr,22503
CA0109991,LASAN_Hyp442970.041,2021-04-13,Los Angeles,90293,221,4,0.284177,0.177797,4000000,raw wastewater,ddpcr,40627
CA0077682,SAC900280,2021-04-13,Sacramento,95758,48,3,0.245141,0.144064,1480000,primary sludge,ddpcr,13066
CA0077682,SAC900095,2021-04-13,Sacramento,95758,48,3,0.245141,0.144064,1480000,primary sludge,ddpcr,13875
CA0077682,SAC900109,2021-04-13,Sacramento,95758,48,3,0.245141,0.144064,1480000,primary sludge,ddpcr,15854
CA0077682,SAC900098,2021-04-13,Sacramento,95758,48,3,0.245141,0.144064,1480000,primary sludge,ddpcr,17056
CA0077682,SAC900223,2021-04-13,Sacramento,95758,48,3,0.245141,0.144064,1480000,primary sludge,ddpcr,22961
CA0077682,SAC900243,2021-04-13,Sacramento,95758,48,3,0.245141,0.144064,1480000,primary sludge,ddpcr,42673
CA0077682,SAC900267,2021-04-13,Sacramento,95758,48,3,0.245141,0.144064,1480000,primary sludge,ddpcr,58183
CA0107409,SDPU_PtLom442970,2021-04-13,San Diego,92106,243,4,0.300074,0.132275,2200000,raw wastewater,ddpcr,7319
CA0107409,SDPU_PtLom442970,2021-04-13,San Diego,92106,243,4,0.300074,0.132275,2200000,raw wastewater,ddpcr,7319
CA0107409,SDPU_PtLom442980,2021-04-13,San Diego,92106,243,4,0.300074,0.132275,2200000,raw wastewater,ddpcr,16019
CA0107409,SDPU_PtLom442930,2021-04-13,San Diego,92106,243,4,0.300074,0.132275,2200000,raw wastewater,ddpcr,24224
CA0107409,SDPU_PtLom442980,2021-04-13,San Diego,92106,243,4,0.300074,0.132275,2200000,raw wastewater,ddpcr,25033
CA0107409,SDPU_PtLom442930,2021-04-13,San Diego,92106,243,4,0.300074,0.132275,2200000,raw wastewater,ddpcr,28113
CA0037681,OSP700108,2021-04-13,San Francisco,94132,17,3,0.277739,0.112005,250000,primary sludge,ddpcr,1697
CA0037681,OSP700129,2021-04-13,San Francisco,94132,17,3,0.277739,0.112005,250000,primary sludge,ddpcr,4154
CA0037681,OSP700132,2021-04-13,San Francisco,94132,17,3,0.277739,0.112005,250000,primary sludge,ddpcr,4590
CA0037681,OSP700138,2021-04-13,San Francisco,94132,17,3,0.277739,0.112005,250000,primary sludge,ddpcr,5034
CA0037681,OSP700140,2021-04-13,San Francisco,94132,17,3,0.277739,0.112005,250000,primary sludge,ddpcr,5113
CA0037681,OSP700109,2021-04-13,San Francisco,94132,17,3,0.277739,0.112005,250000,primary sludge,ddpcr,6676
CA0037681,OSP700127,2021-04-13,San Francisco,94132,17,3,0.277739,0.112005,250000,primary sludge,ddpcr,6937
CA0038369,SVCW800124,2021-04-13,San Mateo,94065,7,4,0.272611,0.149185,199000,primary sludge,ddpcr,6624
CA0038369,SVCW800125,2021-04-13,San Mateo,94065,7,4,0.272611,0.149185,199000,primary sludge,ddpcr,14931
CA0038369,SVCW800134,2021-04-13,San Mateo,94065,7,4,0.272611,0.149185,199000,primary sludge,ddpcr,18619
CA0038369,SVCW800146,2021-04-13,San Mateo,94065,7,4,0.272611,0.149185,199000,primary sludge,ddpcr,19225
CA0038369,SVCW800189,2021-04-13,San Mateo,94065,7,4,0.272611,0.149185,199000,primary sludge,ddpcr,35443
CA0038369,SVCW800136,2021-04-13,San Mateo,94065,7,4,0.272611,0.149185,199000,primary sludge,ddpcr,37448
CA0038369,SVCW800133,2021-04-13,San Mateo,94065,7,4,0.272611,0.149185,199000,primary sludge,ddpcr,46349
CA0037834,PA100274,2021-04-13,Santa Clara,94303,12,3,0.239035,0.143375,236000,primary sludge,ddpcr,4506
CA0037834,PA100261,2021-04-13,Santa Clara,94303,12,3,0.239035,0.143375,236000,primary sludge,ddpcr,5208
CA0037834,PA100296,2021-04-13,Santa Clara,94303,12,3,0.239035,0.143375,236000,primary sludge,ddpcr,5986
CA0037834,PA100268,2021-04-13,Santa Clara,94303,12,3,0.239035,0.143375,236000,primary sludge,ddpcr,6810
CA0037834,PA100332,2021-04-13,Santa Clara,94303,12,3,0.239035,0.143375,236000,primary sludge,ddpcr,7332
CA0037834,PA100301,2021-04-13,Santa Clara,94303,12,3,0.239035,0.143375,236000,primary sludge,ddpcr,7563
CA0049964,G600068,2021-04-13,Santa Clara,95020,12,3,0.242778,0.135996,110338,raw wastewater,ddpcr,11076
CA0049964,G600072,2021-04-13,Santa Clara,95020,12,3,0.242778,0.135996,110338,raw wastewater,ddpcr,11586
CA0049964,G600071,2021-04-13,Santa Clara,95020,12,3,0.242778,0.135996,110338,raw wastewater,ddpcr,17098
CA0049964,G600100,2021-04-13,Santa Clara,95020,12,3,0.242778,0.135996,110338,raw wastewater,ddpcr,18607
CA0049964,G600101,2021-04-13,Santa Clara,95020,12,3,0.242778,0.135996,110338,raw wastewater,ddpcr,19854
CA0049964,G600070,2021-04-13,Santa Clara,95020,12,3,0.242778,0.135996,110338,raw wastewater,ddpcr,20659
CA0049964,G600069,2021-04-13,Santa Clara,95020,12,3,0.242778,0.135996,110338,raw wastewater,ddpcr,26310
CA0037834,PA100200,2021-04-13,Santa Clara,94303,12,3,0.239035,0.143375,236000,primary sludge,ddpcr,26789
CA0037621,S500208,2021-04-13,Santa Clara,94089,12,4,0.219605,0.145092,153000,primary sludge,ddpcr,4588
CA0037621,S500198,2021-04-13,Santa Clara,94089,12,4,0.219605,0.145092,153000,primary sludge,ddpcr,4947
CA0037621,S500210,2021-04-13,Santa Clara,94089,12,4,0.219605,0.145092,153000,primary sludge,ddpcr,6081
CA0037621,S500255,2021-04-13,Santa Clara,94089,12,4,0.219605,0.145092,153000,primary sludge,ddpcr,7551
CA0037621,S500219,2021-04-13,Santa Clara,94089,12,4,0.219605,0.145092,153000,primary sludge,ddpcr,10503
CA0037621,S500212,2021-04-13,Santa Clara,94089,12,4,0.219605,0.145092,153000,primary sludge,ddpcr,14537
