epaid,sample_id,date,county,zipcode,probable_cases,vaccine_equity,pop_fully_vaccinated,pop_part_vaccinated,population_served,sample_matrix,pcr_type,pcr_target_avg_conc
CA0038369,SVCW800460,2021-11-02,San Mateo,94065,21,4,0.777064,0.035711,199000,primary sludge,ddpcr,105544
CA0037834,PA100773,2021-11-02,Santa Clara,94303,49,3,0.721934,0.050825,236000,primary sludge,ddpcr,8158
CA0037834,PA100781,2021-11-02,Santa Clara,94303,49,3,0.721934,0.050825,236000,primary sludge,ddpcr,9446
CA0037834,PA100784,2021-11-02,Santa Clara,94303,49,3,0.721934,0.050825,236000,primary sludge,ddpcr,10288
CA0037834,PA100671,2021-11-02,Santa Clara,94303,49,3,0.721934,0.050825,236000,primary sludge,ddpcr,12298
CA0049964,G600357,2021-11-02,Santa Clara,95020,49,3,0.705736,0.04055,110338,raw wastewater,ddpcr,15823
CA0049964,G600360,2021-11-02,Santa Clara,95020,49,3,0.705736,0.04055,110338,raw wastewater,ddpcr,17981
CA0037834,PA100785,2021-11-02,Santa Clara,94303,49,3,0.721934,0.050825,236000,primary sludge,ddpcr,22158
CA0049964,G600358,2021-11-02,Santa Clara,95020,49,3,0.705736,0.04055,110338,raw wastewater,ddpcr,25106
CA0049964,G600356,2021-11-02,Santa Clara,95020,49,3,0.705736,0.04055,110338,raw wastewater,ddpcr,26494
CA0037834,PA100780,2021-11-02,Santa Clara,94303,49,3,0.721934,0.050825,236000,primary sludge,ddpcr,29004
CA0049964,G600355,2021-11-02,Santa Clara,95020,49,3,0.705736,0.04055,110338,raw wastewater,ddpcr,29723
CA0037834,PA100783,2021-11-02,Santa Clara,94303,49,3,0.721934,0.050825,236000,primary sludge,ddpcr,30894
CA0049964,G600359,2021-11-02,Santa Clara,95020,49,3,0.705736,0.04055,110338,raw wastewater,ddpcr,34854
CA0049964,G600361,2021-11-02,Santa Clara,95020,49,3,0.705736,0.04055,110338,raw wastewater,ddpcr,43976
CA0037621,S500420,2021-11-02,Santa Clara,94089,49,4,0.818154,0.033345,153000,primary sludge,ddpcr,13800
CA0037621,S500411,2021-11-02,Santa Clara,94089,49,4,0.818154,0.033345,153000,primary sludge,ddpcr,14817
CA0037621,S500429,2021-11-02,Santa Clara,94089,49,4,0.818154,0.033345,153000,primary sludge,ddpcr,18101
CA0037621,S500422,2021-11-02,Santa Clara,94089,49,4,0.818154,0.033345,153000,primary sludge,ddpcr,18939
CA0037842,SJ200395,2021-11-02,Santa Clara,95134,49,4,0.773076,0.034005,1500000,primary sludge,ddpcr,23684
CA0037842,SJ200390,2021-11-02,Santa Clara,95134,49,4,0.773076,0.034005,1500000,primary sludge,ddpcr,31942
CA0037621,S500421,2021-11-02,Santa Clara,94089,49,4,0.818154,0.033345,153000,primary sludge,ddpcr,33015
CA0037842,SJ200376,2021-11-02,Santa Clara,95134,49,4,0.773076,0.034005,1500000,primary sludge,ddpcr,47100
CA0037842,SJ200377,2021-11-02,Santa Clara,95134,49,4,0.773076,0.034005,1500000,primary sludge,ddpcr,48675
CA0037621,S500428,2021-11-02,Santa Clara,94089,49,4,0.818154,0.033345,153000,primary sludge,ddpcr,60912
CA0037621,S500330,2021-11-02,Santa Clara,94089,49,4,0.818154,0.033345,153000,primary sludge,ddpcr,67942
CA0037842,SJ200423,2021-11-02,Santa Clara,95134,49,4,0.773076,0.034005,1500000,primary sludge,ddpcr,87003
CA0037842,SJ200426,2021-11-02,Santa Clara,95134,49,4,0.773076,0.034005,1500000,primary sludge,ddpcr,105747
CA0037842,SJ200418,2021-11-02,Santa Clara,95134,49,4,0.773076,0.034005,1500000,primary sludge,ddpcr,343419
CA0079103,MOD102721,2021-11-02,Stanislaus,95351,107,1,0.423159,0.084978,230000,primary sludge,ddpcr,31888
CA0079103,MOD110221,2021-11-02,Stanislaus,95351,107,1,0.423159,0.084978,230000,primary sludge,ddpcr,52817
CA0079103,MOD102821,2021-11-02,Stanislaus,95351,107,1,0.423159,0.084978,230000,primary sludge,ddpcr,57694
CA0079103,MOD110121,2021-11-02,Stanislaus,95351,107,1,0.423159,0.084978,230000,primary sludge,ddpcr,58094
CA0079103,MOD102921,2021-11-02,Stanislaus,95351,107,1,0.423159,0.084978,230000,primary sludge,ddpcr,61083
CA0079103,MOD103121,2021-11-02,Stanislaus,95351,107,1,0.423159,0.084978,230000,primary sludge,ddpcr,73744
CA0079103,MOD103021,2021-11-02,Stanislaus,95351,107,1,0.423159,0.084978,230000,primary sludge,ddpcr,74809
CAS004002,Oxnard444960.291,2021-11-02,Ventura,93033,25,1,0.604798,0.057414,220000,raw wastewater,ddpcr,119698
CAS004002,Oxnard445020.291,2021-11-02,Ventura,93033,25,1,0.604798,0.057414,220000,raw wastewater,ddpcr,261692
CA0079049,D300445,2021-11-02,Yolo,95776,34,3,0.77479,0.065242,70717,primary sludge,ddpcr,16242
CA0079049,D300420,2021-11-02,Yolo,95776,34,3,0.77479,0.065242,70717,primary sludge,ddpcr,22082
CA0079049,D300444,2021-11-02,Yolo,95776,34,3,0.77479,0.065242,70717,primary sludge,ddpcr,22297
CA0079049,D300344,2021-11-02,Yolo,95776,34,3,0.77479,0.065242,70717,primary sludge,ddpcr,23528
CA0079049,D300334,2021-11-02,Yolo,95776,34,3,0.77479,0.065242,70717,primary sludge,ddpcr,23647
CA0079049,D300427,2021-11-02,Yolo,95776,34,3,0.77479,0.065242,70717,primary sludge,ddpcr,26027
CA0079049,D300443,2021-11-02,Yolo,95776,34,3,0.77479,0.065242,70717,primary sludge,ddpcr,41241
CA0079219,MER110821,2021-11-09,Merced,95341,80,1,0.424207,0.092445,91000,primary sludge,ddpcr,110373
CA0079219,MER110921,2021-11-09,Merced,95341,80,1,0.424207,0.092445,91000,primary sludge,ddpcr,127288
CA0079219,MER110721,2021-11-09,Merced,95341,80,1,0.424207,0.092445,91000,primary sludge,ddpcr,205640
CA0079219,MER110621,2021-11-09,Merced,95341,80,1,0.424207,0.092445,91000,primary sludge,ddpcr,213613
CA0079219,MER110421,2021-11-09,Merced,95341,80,1,0.424207,0.092445,91000,primary sludge,ddpcr,228498
CA0079219,MER110521,2021-11-09,Merced,95341,80,1,0.424207,0.092445,91000,primary sludge,ddpcr,277731
CA0079219,MER110321,2021-11-09,Merced,95341,80,1,0.424207,0.092445,91000,primary sludge,ddpcr,339850
CA0077682,SAC900602,2021-11-09,Sacramento,95758,102,3,0.662853,0.03741,1480000,primary sludge,ddpcr,44984
CA0077682,SAC901004,2021-11-09,Sacramento,95758,102,3,0.662853,0.03741,1480000,primary sludge,ddpcr,58298
CA0077682,SAC900583,2021-11-09,Sacramento,95758,102,3,0.662853,0.03741,1480000,primary sludge,ddpcr,58766
CA0077682,SAC900595,2021-11-09,Sacramento,95758,102,3,0.662853,0.03741,1480000,primary sludge,ddpcr,75102
CA0077682,SAC900589,2021-11-09,Sacramento,95758,102,3,0.662853,0.03741,1480000,primary sludge,ddpcr,76663
CA0077682,SAC900594,2021-11-09,Sacramento,95758,102,3,0.662853,0.03741,1480000,primary sludge,ddpcr,83426
CA0077682,SAC900600,2021-11-09,Sacramento,95758,102,3,0.662853,0.03741,1480000,primary sludge,ddpcr,186074
CA0107409,SDPU_PtLom445080,2021-11-09,San Diego,92106,184,4,0.63741,0.042868,2200000,raw wastewater,ddpcr,5538
CA0107409,SDPU_PtLom445090,2021-11-09,San Diego,92106,184,4,0.63741,0.042868,2200000,raw wastewater,ddpcr,13519
CA0107409,SDPU_PtLom445080,2021-11-09,San Diego,92106,184,4,0.63741,0.042868,2200000,raw wastewater,ddpcr,14540
CA0107409,SDPU_PtLom445090,2021-11-09,San Diego,92106,184,4,0.63741,0.042868,2200000,raw wastewater,ddpcr,15654
CA0107409,SDPU_PtLom445030,2021-11-09,San Diego,92106,184,4,0.63741,0.042868,2200000,raw wastewater,ddpcr,16697
CA0107409,SDPU_PtLom445030,2021-11-09,San Diego,92106,184,4,0.63741,0.042868,2200000,raw wastewater,ddpcr,23193
CA0037681,OSP700305,2021-11-09,San Francisco,94132,31,3,0.62842,0.028534,250000,primary sludge,ddpcr,15142
CA0037681,OSP700354,2021-11-09,San Francisco,94132,31,3,0.62842,0.028534,250000,primary sludge,ddpcr,17091
CA0037681,OSP700313,2021-11-09,San Francisco,94132,31,3,0.62842,0.028534,250000,primary sludge,ddpcr,20759
CA0037681,OSP700344,2021-11-09,San Francisco,94132,31,3,0.62842,0.028534,250000,primary sludge,ddpcr,22628
CA0037681,OSP700311,2021-11-09,San Francisco,94132,31,3,0.62842,0.028534,250000,primary sludge,ddpcr,27362
CA0037681,OSP700322,2021-11-09,San Francisco,94132,31,3,0.62842,0.028534,250000,primary sludge,ddpcr,29529
CA0037681,OSP700346,2021-11-09,San Francisco,94132,31,3,0.62842,0.028534,250000,primary sludge,ddpcr,33237
CA0038369,SVCW800363,2021-11-09,San Mateo,94065,25,4,0.779311,0.036353,199000,primary sludge,ddpcr,15991
CA0038369,SVCW800457,2021-11-09,San Mateo,94065,25,4,0.779311,0.036353,199000,primary sludge,ddpcr,22540
CA0038369,SVCW800290,2021-11-09,San Mateo,94065,25,4,0.779311,0.036353,199000,primary sludge,ddpcr,22625
CA0038369,SVCW800520,2021-11-09,San Mateo,94065,25,4,0.779311,0.036353,199000,primary sludge,ddpcr,27874
CA0038369,SVCW800293,2021-11-09,San Mateo,94065,25,4,0.779311,0.036353,199000,primary sludge,ddpcr,48944
CA0038369,SVCW800298,2021-11-09,San Mateo,94065,25,4,0.779311,0.036353,199000,primary sludge,ddpcr,61774
CA0038369,SVCW800490,2021-11-09,San Mateo,94065,25,4,0.779311,0.036353,199000,primary sludge,ddpcr,131909
CA0037834,PA100682,2021-11-09,Santa Clara,94303,43,3,0.726101,0.049768,236000,primary sludge,ddpcr,4028
CA0037834,PA100776,2021-11-09,Santa Clara,94303,43,3,0.726101,0.049768,236000,primary sludge,ddpcr,4778
CA0037834,PA100678,2021-11-09,Santa Clara,94303,43,3,0.726101,0.049768,236000,primary sludge,ddpcr,5869
CA0037834,PA100689,2021-11-09,Santa Clara,94303,43,3,0.726101,0.049768,236000,primary sludge,ddpcr,6130
CA0037834,PA100693,2021-11-09,Santa Clara,94303,43,3,0.726101,0.049768,236000,primary sludge,ddpcr,8566
CA0037834,PA100688,2021-11-09,Santa Clara,94303,43,3,0.726101,0.049768,236000,primary sludge,ddpcr,17068
CA0049964,G600363,2021-11-09,Santa Clara,95020,43,3,0.709315,0.039949,110338,raw wastewater,ddpcr,22642
CA0049964,G600368,2021-11-09,Santa Clara,95020,43,3,0.709315,0.039949,110338,raw wastewater,ddpcr,29051
CA0049964,G600366,2021-11-09,Santa Clara,95020,43,3,0.709315,0.039949,110338,raw wastewater,ddpcr,30945
CA0037834,PA100791,2021-11-09,Santa Clara,94303,43,3,0.726101,0.049768,236000,primary sludge,ddpcr,31295
CA0049964,G600364,2021-11-09,Santa Clara,95020,43,3,0.709315,0.039949,110338,raw wastewater,ddpcr,41792
CA0049964,G600362,2021-11-09,Santa Clara,95020,43,3,0.709315,0.039949,110338,raw wastewater,ddpcr,49480
CA0049964,G600365,2021-11-09,Santa Clara,95020,43,3,0.709315,0.039949,110338,raw wastewater,ddpcr,50785
CA0049964,G600367,2021-11-09,Santa Clara,95020,43,3,0.709315,0.039949,110338,raw wastewater,ddpcr,51190
CA0037621,S500424,2021-11-09,Santa Clara,94089,43,4,0.819771,0.034743,153000,primary sludge,ddpcr,1360
CA0037621,S500430,2021-11-09,Santa Clara,94089,43,4,0.819771,0.034743,153000,primary sludge,ddpcr,5304
CA0037621,S500418,2021-11-09,Santa Clara,94089,43,4,0.819771,0.034743,153000,primary sludge,ddpcr,7852
CA0037621,S500417,2021-11-09,Santa Clara,94089,43,4,0.819771,0.034743,153000,primary sludge,ddpcr,9498
CA0037842,SJ200429,2021-11-09,Santa Clara,95134,43,4,0.774779,0.034482,1500000,primary sludge,ddpcr,25838
CA0037842,SJ200414,2021-11-09,Santa Clara,95134,43,4,0.774779,0.034482,1500000,primary sludge,ddpcr,26042
CA0037842,SJ200425,2021-11-09,Santa Clara,95134,43,4,0.774779,0.034482,1500000,primary sludge,ddpcr,26162
CA0037621,S500434,2021-11-09,Santa Clara,94089,43,4,0.819771,0.034743,153000,primary sludge,ddpcr,29057
CA0037842,SJ200411,2021-11-09,Santa Clara,95134,43,4,0.774779,0.034482,1500000,primary sludge,ddpcr,36450
CA0037621,S500404,2021-11-09,Santa Clara,94089,43,4,0.819771,0.034743,153000,primary sludge,ddpcr,41996
CA0037842,SJ200420,2021-11-09,Santa Clara,95134,43,4,0.774779,0.034482,1500000,primary sludge,ddpcr,64172
CA0037842,SJ200433,2021-11-09,Santa Clara,95134,43,4,0.774779,0.034482,1500000,primary sludge,ddpcr,97025
CA0037842,SJ200428,2021-11-09,Santa Clara,95134,43,4,0.774779,0.034482,1500000,primary sludge,ddpcr,154701
CA0079103,MOD110921,2021-11-09,Stanislaus,95351,100,1,0.429319,0.083495,230000,primary sludge,ddpcr,38193
CA0079103,MOD110621,2021-11-09,Stanislaus,95351,100,1,0.429319,0.083495,230000,primary sludge,ddpcr,53685
CA0079103,MOD110321,2021-11-09,Stanislaus,95351,100,1,0.429319,0.083495,230000,primary sludge,ddpcr,73919
CA0079103,MOD110521,2021-11-09,Stanislaus,95351,100,1,0.429319,0.083495,230000,primary sludge,ddpcr,74643
CA0079103,MOD110821,2021-11-09,Stanislaus,95351,100,1,0.429319,0.083495,230000,primary sludge,ddpcr,86508
CA0079103,MOD110421,2021-11-09,Stanislaus,95351,100,1,0.429319,0.083495,230000,primary sludge,ddpcr,117189
CAS004002,Oxnard445070.291,2021-11-09,Ventura,93033,22,1,0.609084,0.05706,220000,raw wastewater,ddpcr,37133
CAS004002,Oxnard445040.291,2021-11-09,Ventura,93033,22,1,0.609084,0.05706,220000,raw wastewater,ddpcr,62190
CAS004002,Oxnard445090.291,2021-11-09,Ventura,93033,22,1,0.609084,0.05706,220000,raw wastewater,ddpcr,102271
CA0079049,D300336,2021-11-09,Yolo,95776,29,3,0.780394,0.063945,70717,primary sludge,ddpcr,7151
CA0079049,D300413,2021-11-09,Yolo,95776,29,3,0.780394,0.063945,70717,primary sludge,ddpcr,13369
CA0079049,D300450,2021-11-09,Yolo,95776,29,3,0.780394,0.063945,70717,primary sludge,ddpcr,15202
CA0079049,D300350,2021-11-09,Yolo,95776,29,3,0.780394,0.063945,70717,primary sludge,ddpcr,18909
CA0079049,D300448,2021-11-09,Yolo,95776,29,3,0.780394,0.063945,70717,primary sludge,ddpcr,24970
CA0079049,D300423,2021-11-09,Yolo,95776,29,3,0.780394,0.063945,70717,primary sludge,ddpcr,32926
CA0079049,D300455,2021-11-09,Yolo,95776,29,3,0.780394,0.063945,70717,primary sludge,ddpcr,33313
CA0079219,MER111021,2021-11-16,Merced,95341,33,1,0.429254,0.091327,91000,primary sludge,ddpcr,129357
CA0079219,MER111121,2021-11-16,Merced,95341,33,1,0.429254,0.091327,91000,primary sludge,ddpcr,158701
CA0079219,MER111221,2021-11-16,Merced,95341,33,1,0.429254,0.091327,91000,primary sludge,ddpcr,294151
CA0079219,MER111321,2021-11-16,Merced,95341,33,1,0.429254,0.091327,91000,primary sludge,ddpcr,306441
CA0079219,MER111521,2021-11-16,Merced,95341,33,1,0.429254,0.091327,91000,primary sludge,ddpcr,373687
CA0079219,MER111421,2021-11-16,Merced,95341,33,1,0.429254,0.091327,91000,primary sludge,ddpcr,483780
CA0079219,MER111621,2021-11-16,Merced,95341,33,1,0.429254,0.091327,91000,primary sludge,ddpcr,507119
CA0077682,SAC900588,2021-11-16,Sacramento,95758,84,3,0.665831,0.040495,1480000,primary sludge,ddpcr,50413
CA0077682,SAC900591,2021-11-16,Sacramento,95758,84,3,0.665831,0.040495,1480000,primary sludge,ddpcr,53613
CA0077682,SAC900604,2021-11-16,Sacramento,95758,84,3,0.665831,0.040495,1480000,primary sludge,ddpcr,58779
CA0077682,SAC900584,2021-11-16,Sacramento,95758,84,3,0.665831,0.040495,1480000,primary sludge,ddpcr,61454
CA0077682,SAC900601,2021-11-16,Sacramento,95758,84,3,0.665831,0.040495,1480000,primary sludge,ddpcr,99948
CA0077682,SAC900599,2021-11-16,Sacramento,95758,84,3,0.665831,0.040495,1480000,primary sludge,ddpcr,123162
CA0077682,SAC900597,2021-11-16,Sacramento,95758,84,3,0.665831,0.040495,1480000,primary sludge,ddpcr,163347
CA0107409,SDPU_PtLom445140,2021-11-16,San Diego,92106,177,4,0.639891,0.04902,2200000,raw wastewater,ddpcr,6551
CA0107409,SDPU_PtLom445140,2021-11-16,San Diego,92106,177,4,0.639891,0.04902,2200000,raw wastewater,ddpcr,10483
CA0107409,SDPU_PtLom445150,2021-11-16,San Diego,92106,177,4,0.639891,0.04902,2200000,raw wastewater,ddpcr,14791
CA0107409,SDPU_PtLom445150,2021-11-16,San Diego,92106,177,4,0.639891,0.04902,2200000,raw wastewater,ddpcr,16640
CA0037681,OSP700351,2021-11-16,San Francisco,94132,23,3,0.63001,0.032797,250000,primary sludge,ddpcr,7989
CA0037681,OSP700318,2021-11-16,San Francisco,94132,23,3,0.63001,0.032797,250000,primary sludge,ddpcr,15519
CA0037681,OSP700326,2021-11-16,San Francisco,94132,23,3,0.63001,0.032797,250000,primary sludge,ddpcr,18861
CA0037681,OSP700309,2021-11-16,San Francisco,94132,23,3,0.63001,0.032797,250000,primary sludge,ddpcr,22404
CA0037681,OSP700319,2021-11-16,San Francisco,94132,23,3,0.63001,0.032797,250000,primary sludge,ddpcr,24165
CA0037681,OSP700314,2021-11-16,San Francisco,94132,23,3,0.63001,0.032797,250000,primary sludge,ddpcr,36243
CA0037681,OSP700315,2021-11-16,San Francisco,94132,23,3,0.63001,0.032797,250000,primary sludge,ddpcr,65593
CA0038369,SVCW800467,2021-11-16,San Mateo,94065,23,4,0.781558,0.046625,199000,primary sludge,ddpcr,8608
CA0038369,SVCW800299,2021-11-16,San Mateo,94065,23,4,0.781558,0.046625,199000,primary sludge,ddpcr,10015
CA0038369,SVCW800361,2021-11-16,San Mateo,94065,23,4,0.781558,0.046625,199000,primary sludge,ddpcr,14661
CA0038369,SVCW800495,2021-11-16,San Mateo,94065,23,4,0.781558,0.046625,199000,primary sludge,ddpcr,19758
CA0038369,SVCW800451,2021-11-16,San Mateo,94065,23,4,0.781558,0.046625,199000,primary sludge,ddpcr,25376
CA0038369,SVCW800446,2021-11-16,San Mateo,94065,23,4,0.781558,0.046625,199000,primary sludge,ddpcr,26217
CA0038369,SVCW800366,2021-11-16,San Mateo,94065,23,4,0.781558,0.046625,199000,primary sludge,ddpcr,26221
CA0037834,PA100719,2021-11-16,Santa Clara,94303,42,3,0.729459,0.060173,236000,primary sludge,ddpcr,3999
CA0037834,PA100710,2021-11-16,Santa Clara,94303,42,3,0.729459,0.060173,236000,primary sludge,ddpcr,6540
CA0037834,PA100700,2021-11-16,Santa Clara,94303,42,3,0.729459,0.060173,236000,primary sludge,ddpcr,9012
CA0037834,PA100709,2021-11-16,Santa Clara,94303,42,3,0.729459,0.060173,236000,primary sludge,ddpcr,9482
CA0037834,PA100721,2021-11-16,Santa Clara,94303,42,3,0.729459,0.060173,236000,primary sludge,ddpcr,12447
CA0037834,PA100713,2021-11-16,Santa Clara,94303,42,3,0.729459,0.060173,236000,primary sludge,ddpcr,19595
CA0037834,PA100698,2021-11-16,Santa Clara,94303,42,3,0.729459,0.060173,236000,primary sludge,ddpcr,20151
CA0049964,G600371,2021-11-16,Santa Clara,95020,42,3,0.712816,0.048957,110338,raw wastewater,ddpcr,37689
CA0049964,G600373,2021-11-16,Santa Clara,95020,42,3,0.712816,0.048957,110338,raw wastewater,ddpcr,38277
CA0049964,G600369,2021-11-16,Santa Clara,95020,42,3,0.712816,0.048957,110338,raw wastewater,ddpcr,45591
CA0049964,G600374,2021-11-16,Santa Clara,95020,42,3,0.712816,0.048957,110338,raw wastewater,ddpcr,49677
CA0049964,G600372,2021-11-16,Santa Clara,95020,42,3,0.712816,0.048957,110338,raw wastewater,ddpcr,50254
CA0049964,G600370,2021-11-16,Santa Clara,95020,42,3,0.712816,0.048957,110338,raw wastewater,ddpcr,54691
CA0049964,G600375,2021-11-16,Santa Clara,95020,42,3,0.712816,0.048957,110338,raw wastewater,ddpcr,62567
CA0037621,S500433,2021-11-16,Santa Clara,94089,42,4,0.822,0.039988,153000,primary sludge,ddpcr,21640
CA0037842,SJ200421,2021-11-16,Santa Clara,95134,42,4,0.777062,0.036935,1500000,primary sludge,ddpcr,26525
CA0037621,S500400,2021-11-16,Santa Clara,94089,42,4,0.822,0.039988,153000,primary sludge,ddpcr,27460
CA0037621,S500425,2021-11-16,Santa Clara,94089,42,4,0.822,0.039988,153000,primary sludge,ddpcr,28143
CA0037621,S500388,2021-11-16,Santa Clara,94089,42,4,0.822,0.039988,153000,primary sludge,ddpcr,31790
CA0037842,SJ200379,2021-11-16,Santa Clara,95134,42,4,0.777062,0.036935,1500000,primary sludge,ddpcr,32074
CA0037621,S500413,2021-11-16,Santa Clara,94089,42,4,0.822,0.039988,153000,primary sludge,ddpcr,38299
CA0037842,SJ200375,2021-11-16,Santa Clara,95134,42,4,0.777062,0.036935,1500000,primary sludge,ddpcr,40853
CA0037621,S500394,2021-11-16,Santa Clara,94089,42,4,0.822,0.039988,153000,primary sludge,ddpcr,45657
CA0037842,SJ200383,2021-11-16,Santa Clara,95134,42,4,0.777062,0.036935,1500000,primary sludge,ddpcr,47935
CA0037842,SJ200405,2021-11-16,Santa Clara,95134,42,4,0.777062,0.036935,1500000,primary sludge,ddpcr,58547
CA0037842,SJ200409,2021-11-16,Santa Clara,95134,42,4,0.777062,0.036935,1500000,primary sludge,ddpcr,61711
CA0037621,S500377,2021-11-16,Santa Clara,94089,42,4,0.822,0.039988,153000,primary sludge,ddpcr,91072
CA0037842,SJ200427,2021-11-16,Santa Clara,95134,42,4,0.777062,0.036935,1500000,primary sludge,ddpcr,92026
CA0079103,MOD111221,2021-11-16,Stanislaus,95351,103,1,0.434799,0.084957,230000,primary sludge,ddpcr,25370
CA0079103,MOD111421,2021-11-16,Stanislaus,95351,103,1,0.434799,0.084957,230000,primary sludge,ddpcr,42521
CA0079103,MOD111121,2021-11-16,Stanislaus,95351,103,1,0.434799,0.084957,230000,primary sludge,ddpcr,47817
CA0079103,MOD111521,2021-11-16,Stanislaus,95351,103,1,0.434799,0.084957,230000,primary sludge,ddpcr,48223
CA0079103,MOD111621,2021-11-16,Stanislaus,95351,103,1,0.434799,0.084957,230000,primary sludge,ddpcr,56534
CA0079103,MOD111021,2021-11-16,Stanislaus,95351,103,1,0.434799,0.084957,230000,primary sludge,ddpcr,63171
CA0079049,D300446,2021-11-16,Yolo,95776,29,3,0.784576,0.07461,70717,primary sludge,ddpcr,6571
CA0079049,D300437,2021-11-16,Yolo,95776,29,3,0.784576,0.07461,70717,primary sludge,ddpcr,9297
CA0079049,D300447,2021-11-16,Yolo,95776,29,3,0.784576,0.07461,70717,primary sludge,ddpcr,12960
CA0079049,D300442,2021-11-16,Yolo,95776,29,3,0.784576,0.07461,70717,primary sludge,ddpcr,15660
CA0079049,D300452,2021-11-16,Yolo,95776,29,3,0.784576,0.07461,70717,primary sludge,ddpcr,27267
CA0079049,D300421,2021-11-16,Yolo,95776,29,3,0.784576,0.07461,70717,primary sludge,ddpcr,57932
CA0079049,D300425,2021-11-16,Yolo,95776,29,3,0.784576,0.07461,70717,primary sludge,ddpcr,382619
CA0079219,MER112221,2021-11-23,Merced,95341,29,1,0.433968,0.092203,91000,primary sludge,ddpcr,68959
CA0079219,MER112321,2021-11-23,Merced,95341,29,1,0.433968,0.092203,91000,primary sludge,ddpcr,72432
CA0079219,MER112021,2021-11-23,Merced,95341,29,1,0.433968,0.092203,91000,primary sludge,ddpcr,85264
CA0079219,MER111821,2021-11-23,Merced,95341,29,1,0.433968,0.092203,91000,primary sludge,ddpcr,97650
CA0079219,MER112121,2021-11-23,Merced,95341,29,1,0.433968,0.092203,91000,primary sludge,ddpcr,111435
CA0079219,MER111921,2021-11-23,Merced,95341,29,1,0.433968,0.092203,91000,primary sludge,ddpcr,154214
CA0079219,MER111721,2021-11-23,Merced,95341,29,1,0.433968,0.092203,91000,primary sludge,ddpcr,202571
CA0077682,SAC900615,2021-11-23,Sacramento,95758,61,3,0.668536,0.048427,1480000,primary sludge,ddpcr,65649
CA0077682,SAC900627,2021-11-23,Sacramento,95758,61,3,0.668536,0.048427,1480000,primary sludge,ddpcr,71792
CA0077682,SAC900613,2021-11-23,Sacramento,95758,61,3,0.668536,0.048427,1480000,primary sludge,ddpcr,74930
CA0077682,SAC900609,2021-11-23,Sacramento,95758,61,3,0.668536,0.048427,1480000,primary sludge,ddpcr,78355
CA0077682,SAC900624,2021-11-23,Sacramento,95758,61,3,0.668536,0.048427,1480000,primary sludge,ddpcr,79544
CA0077682,SAC900630,2021-11-23,Sacramento,95758,61,3,0.668536,0.048427,1480000,primary sludge,ddpcr,104279
CA0077682,SAC900612,2021-11-23,Sacramento,95758,61,3,0.668536,0.048427,1480000,primary sludge,ddpcr,138551
CA0107409,SDPU_PtLom445210,2021-11-23,San Diego,92106,171,4,0.642322,0.056314,2200000,raw wastewater,ddpcr,11178
CA0107409,SDPU_PtLom445210,2021-11-23,San Diego,92106,171,4,0.642322,0.056314,2200000,raw wastewater,ddpcr,13973
CA0107409,SDPU_PtLom445170,2021-11-23,San Diego,92106,171,4,0.642322,0.056314,2200000,raw wastewater,ddpcr,16168
CA0107409,SDPU_PtLom445170,2021-11-23,San Diego,92106,171,4,0.642322,0.056314,2200000,raw wastewater,ddpcr,22330
CA0107409,SDPU_PtLom445220,2021-11-23,San Diego,92106,171,4,0.642322,0.056314,2200000,raw wastewater,ddpcr,37224
CA0107409,SDPU_PtLom445220,2021-11-23,San Diego,92106,171,4,0.642322,0.056314,2200000,raw wastewater,ddpcr,59419
CA0037681,OSP700450,2021-11-23,San Francisco,94132,27,3,0.631823,0.040304,250000,primary sludge,ddpcr,12885
CA0037681,OSP700298,2021-11-23,San Francisco,94132,27,3,0.631823,0.040304,250000,primary sludge,ddpcr,13103
CA0037681,OSP700349,2021-11-23,San Francisco,94132,27,3,0.631823,0.040304,250000,primary sludge,ddpcr,15521
CA0037681,OSP700455,2021-11-23,San Francisco,94132,27,3,0.631823,0.040304,250000,primary sludge,ddpcr,16162
CA0037681,OSP700454,2021-11-23,San Francisco,94132,27,3,0.631823,0.040304,250000,primary sludge,ddpcr,19674
CA0037681,OSP700443,2021-11-23,San Francisco,94132,27,3,0.631823,0.040304,250000,primary sludge,ddpcr,52373
CA0037681,OSP700340,2021-11-23,San Francisco,94132,27,3,0.631823,0.040304,250000,primary sludge,ddpcr,59458
CA0038369,SVCW800492,2021-11-23,San Mateo,94065,17,4,0.784046,0.068534,199000,primary sludge,ddpcr,21457
CA0038369,SVCW800444,2021-11-23,San Mateo,94065,17,4,0.784046,0.068534,199000,primary sludge,ddpcr,28984
CA0038369,SVCW800439,2021-11-23,San Mateo,94065,17,4,0.784046,0.068534,199000,primary sludge,ddpcr,30584
CA0038369,SVCW800511,2021-11-23,San Mateo,94065,17,4,0.784046,0.068534,199000,primary sludge,ddpcr,39984
CA0038369,SVCW800551,2021-11-23,San Mateo,94065,17,4,0.784046,0.068534,199000,primary sludge,ddpcr,55637
CA0038369,SVCW800356,2021-11-23,San Mateo,94065,17,4,0.784046,0.068534,199000,primary sludge,ddpcr,77217
CA0038369,SVCW800364,2021-11-23,San Mateo,94065,17,4,0.784046,0.068534,199000,primary sludge,ddpcr,134189
CA0037834,PA100690,2021-11-23,Santa Clara,94303,61,3,0.732361,0.072071,236000,primary sludge,ddpcr,15020
